model,features,accuracy_vs_kaggle,improvement
cb,"is_alone, fare_per_person, is_mother, sex_pclass",0.77511,-0.01197
cb,"is_alone, fare_per_person, is_mother, is_child",0.78229,-0.00478
cb,"is_alone, fare_per_person, is_mother, women_children_first",0.78229,-0.00478
cb,"is_alone, fare_per_person, sex_pclass, is_child",0.7799,-0.00717
cb,"is_alone, fare_per_person, sex_pclass, women_children_first",0.7799,-0.00717
cb,"is_alone, fare_per_person, is_child, women_children_first",0.7799,-0.00717
cb,"is_alone, deck, has_cabin, is_mother",0.7799,-0.00717
cb,"is_alone, deck, has_cabin, sex_pclass",0.78229,-0.00478
cb,"is_alone, deck, has_cabin, is_child",0.7799,-0.00717
cb,"is_alone, deck, has_cabin, women_children_first",0.7799,-0.00717
cb,"is_alone, deck, is_mother, sex_pclass",0.7799,-0.00717
cb,"is_alone, deck, is_mother, is_child",0.7799,-0.00717
cb,"is_alone, deck, is_mother, women_children_first",0.7799,-0.00717
cb,"is_alone, deck, sex_pclass, is_child",0.78468,-0.00239
cb,"is_alone, deck, sex_pclass, women_children_first",0.78468,-0.00239
cb,"is_alone, deck, is_child, women_children_first",0.7799,-0.00717
cb,"is_alone, has_cabin, is_mother, sex_pclass",0.77511,-0.01197
cb,"is_alone, has_cabin, is_mother, is_child",0.78708,0.0
cb,"is_alone, has_cabin, is_mother, women_children_first",0.7799,-0.00717
cb,"is_alone, has_cabin, sex_pclass, is_child",0.78708,0.0
cb,"is_alone, has_cabin, sex_pclass, women_children_first",0.7799,-0.00717
cb,"is_alone, has_cabin, is_child, women_children_first",0.78708,0.0
cb,"is_alone, is_mother, sex_pclass, is_child",0.78468,-0.00239
cb,"is_alone, is_mother, sex_pclass, women_children_first",0.78468,-0.00239
cb,"is_alone, is_mother, is_child, women_children_first",0.78468,-0.00239
cb,"is_alone, sex_pclass, is_child, women_children_first",0.78468,-0.00239
cb,"age_group, fare_per_person, deck, has_cabin",0.77272,-0.01436
cb,"age_group, fare_per_person, deck, is_mother",0.77751,-0.00956
cb,"age_group, fare_per_person, deck, sex_pclass",0.76794,-0.01914
cb,"age_group, fare_per_person, deck, is_child",0.77272,-0.01436
cb,"age_group, fare_per_person, deck, women_children_first",0.76794,-0.01914
cb,"age_group, fare_per_person, has_cabin, is_mother",0.78468,-0.00239
cb,"age_group, fare_per_person, has_cabin, sex_pclass",0.7799,-0.00717
cb,"age_group, fare_per_person, has_cabin, is_child",0.78468,-0.00239
cb,"age_group, fare_per_person, has_cabin, women_children_first",0.78708,0.0
cb,"age_group, fare_per_person, is_mother, sex_pclass",0.7799,-0.00717
cb,"age_group, fare_per_person, is_mother, is_child",0.77751,-0.00956
cb,"age_group, fare_per_person, is_mother, women_children_first",0.78229,-0.00478
cb,"age_group, fare_per_person, sex_pclass, is_child",0.7799,-0.00717
cb,"age_group, fare_per_person, sex_pclass, women_children_first",0.7799,-0.00717
cb,"age_group, fare_per_person, is_child, women_children_first",0.78229,-0.00478
cb,"age_group, deck, has_cabin, is_mother",0.7799,-0.00717
cb,"age_group, deck, has_cabin, sex_pclass",0.7799,-0.00717
cb,"age_group, deck, has_cabin, is_child",0.78229,-0.00478
cb,"age_group, deck, has_cabin, women_children_first",0.78229,-0.00478
cb,"age_group, deck, is_mother, sex_pclass",0.7799,-0.00717
cb,"age_group, deck, is_mother, is_child",0.7799,-0.00717
cb,"age_group, deck, is_mother, women_children_first",0.78229,-0.00478
cb,"age_group, deck, sex_pclass, is_child",0.7799,-0.00717
cb,"age_group, deck, sex_pclass, women_children_first",0.78229,-0.00478
cb,"age_group, deck, is_child, women_children_first",0.78229,-0.00478
cb,"age_group, has_cabin, is_mother, sex_pclass",0.78708,0.0
cb,"age_group, has_cabin, is_mother, is_child",0.78708,0.0
cb,"age_group, has_cabin, is_mother, women_children_first",0.78708,0.0
cb,"age_group, has_cabin, sex_pclass, is_child",0.78468,-0.00239
cb,"age_group, has_cabin, sex_pclass, women_children_first",0.78468,-0.00239
cb,"age_group, has_cabin, is_child, women_children_first",0.78708,0.0
cb,"age_group, is_mother, sex_pclass, is_child",0.78468,-0.00239
cb,"age_group, is_mother, sex_pclass, women_children_first",0.78468,-0.00239
cb,"age_group, is_mother, is_child, women_children_first",0.78468,-0.00239
cb,"age_group, sex_pclass, is_child, women_children_first",0.78468,-0.00239
cb,"fare_per_person, deck, has_cabin, is_mother",0.76555,-0.02153
cb,"fare_per_person, deck, has_cabin, sex_pclass",0.77272,-0.01436
cb,"fare_per_person, deck, has_cabin, is_child",0.77511,-0.01197
cb,"fare_per_person, deck, has_cabin, women_children_first",0.77272,-0.01436
cb,"fare_per_person, deck, is_mother, sex_pclass",0.77272,-0.01436
cb,"fare_per_person, deck, is_mother, is_child",0.77751,-0.00956
cb,"fare_per_person, deck, is_mother, women_children_first",0.77751,-0.00956
cb,"fare_per_person, deck, sex_pclass, is_child",0.7799,-0.00717
cb,"fare_per_person, deck, sex_pclass, women_children_first",0.77511,-0.01197
cb,"fare_per_person, deck, is_child, women_children_first",0.77511,-0.01197
cb,"fare_per_person, has_cabin, is_mother, sex_pclass",0.77751,-0.00956
cb,"fare_per_person, has_cabin, is_mother, is_child",0.7799,-0.00717
cb,"fare_per_person, has_cabin, is_mother, women_children_first",0.78947,0.00239
cb,"fare_per_person, has_cabin, sex_pclass, is_child",0.7799,-0.00717
cb,"fare_per_person, has_cabin, sex_pclass, women_children_first",0.7799,-0.00717
cb,"fare_per_person, has_cabin, is_child, women_children_first",0.78229,-0.00478
cb,"fare_per_person, is_mother, sex_pclass, is_child",0.7799,-0.00717
cb,"fare_per_person, is_mother, sex_pclass, women_children_first",0.7799,-0.00717
cb,"fare_per_person, is_mother, is_child, women_children_first",0.77272,-0.01436
cb,"fare_per_person, sex_pclass, is_child, women_children_first",0.7799,-0.00717
cb,"deck, has_cabin, is_mother, sex_pclass",0.77511,-0.01197
cb,"deck, has_cabin, is_mother, is_child",0.78229,-0.00478
cb,"deck, has_cabin, is_mother, women_children_first",0.78468,-0.00239
cb,"deck, has_cabin, sex_pclass, is_child",0.78229,-0.00478
cb,"deck, has_cabin, sex_pclass, women_children_first",0.78468,-0.00239
cb,"deck, has_cabin, is_child, women_children_first",0.78468,-0.00239
cb,"deck, is_mother, sex_pclass, is_child",0.78229,-0.00478
cb,"deck, is_mother, sex_pclass, women_children_first",0.7799,-0.00717
cb,"deck, is_mother, is_child, women_children_first",0.78468,-0.00239
cb,"deck, sex_pclass, is_child, women_children_first",0.77751,-0.00956
cb,"has_cabin, is_mother, sex_pclass, is_child",0.78468,-0.00239
cb,"has_cabin, is_mother, sex_pclass, women_children_first",0.78708,0.0
cb,"has_cabin, is_mother, is_child, women_children_first",0.78708,0.0
cb,"has_cabin, sex_pclass, is_child, women_children_first",0.78708,0.0
cb,"is_mother, sex_pclass, is_child, women_children_first",0.78468,-0.00239
cb,"title, family_size, is_alone, age_group, fare_per_person",0.76555,-0.02153
cb,"title, family_size, is_alone, age_group, deck",0.77033,-0.01675
cb,"title, family_size, is_alone, age_group, has_cabin",0.7799,-0.00717
cb,"title, family_size, is_alone, age_group, is_mother",0.77511,-0.01197
cb,"title, family_size, is_alone, age_group, sex_pclass",0.77511,-0.01197
cb,"title, family_size, is_alone, age_group, is_child",0.77033,-0.01675
cb,"title, family_size, is_alone, age_group, women_children_first",0.76794,-0.01914
cb,"title, family_size, is_alone, fare_per_person, deck",0.76555,-0.02153
cb,"title, family_size, is_alone, fare_per_person, has_cabin",0.77511,-0.01197
cb,"title, family_size, is_alone, fare_per_person, is_mother",0.78229,-0.00478
cb,"title, family_size, is_alone, fare_per_person, sex_pclass",0.77751,-0.00956
cb,"title, family_size, is_alone, fare_per_person, is_child",0.77751,-0.00956
cb,"title, family_size, is_alone, fare_per_person, women_children_first",0.78229,-0.00478
cb,"title, family_size, is_alone, deck, has_cabin",0.77511,-0.01197
cb,"title, family_size, is_alone, deck, is_mother",0.77511,-0.01197
cb,"title, family_size, is_alone, deck, sex_pclass",0.77033,-0.01675
cb,"title, family_size, is_alone, deck, is_child",0.77033,-0.01675
cb,"title, family_size, is_alone, deck, women_children_first",0.7799,-0.00717
cb,"title, family_size, is_alone, has_cabin, is_mother",0.77751,-0.00956
cb,"title, family_size, is_alone, has_cabin, sex_pclass",0.7799,-0.00717
cb,"title, family_size, is_alone, has_cabin, is_child",0.78229,-0.00478
cb,"title, family_size, is_alone, has_cabin, women_children_first",0.78708,0.0
cb,"title, family_size, is_alone, is_mother, sex_pclass",0.77751,-0.00956
cb,"title, family_size, is_alone, is_mother, is_child",0.77033,-0.01675
cb,"title, family_size, is_alone, is_mother, women_children_first",0.77511,-0.01197
cb,"title, family_size, is_alone, sex_pclass, is_child",0.76794,-0.01914
cb,"title, family_size, is_alone, sex_pclass, women_children_first",0.7799,-0.00717
cb,"title, family_size, is_alone, is_child, women_children_first",0.77751,-0.00956
cb,"title, family_size, age_group, fare_per_person, deck",0.76076,-0.02632
cb,"title, family_size, age_group, fare_per_person, has_cabin",0.76555,-0.02153
cb,"title, family_size, age_group, fare_per_person, is_mother",0.75837,-0.02871
cb,"title, family_size, age_group, fare_per_person, sex_pclass",0.77511,-0.01197
cb,"title, family_size, age_group, fare_per_person, is_child",0.77272,-0.01436
cb,"title, family_size, age_group, fare_per_person, women_children_first",0.76315,-0.02393
cb,"title, family_size, age_group, deck, has_cabin",0.77272,-0.01436
cb,"title, family_size, age_group, deck, is_mother",0.77272,-0.01436
cb,"title, family_size, age_group, deck, sex_pclass",0.76794,-0.01914
cb,"title, family_size, age_group, deck, is_child",0.76555,-0.02153
cb,"title, family_size, age_group, deck, women_children_first",0.76555,-0.02153
cb,"title, family_size, age_group, has_cabin, is_mother",0.77511,-0.01197
cb,"title, family_size, age_group, has_cabin, sex_pclass",0.77033,-0.01675
cb,"title, family_size, age_group, has_cabin, is_child",0.77511,-0.01197
cb,"title, family_size, age_group, has_cabin, women_children_first",0.77751,-0.00956
cb,"title, family_size, age_group, is_mother, sex_pclass",0.77511,-0.01197
cb,"title, family_size, age_group, is_mother, is_child",0.77751,-0.00956
cb,"title, family_size, age_group, is_mother, women_children_first",0.77033,-0.01675
cb,"title, family_size, age_group, sex_pclass, is_child",0.77033,-0.01675
cb,"title, family_size, age_group, sex_pclass, women_children_first",0.76794,-0.01914
cb,"title, family_size, age_group, is_child, women_children_first",0.77751,-0.00956
cb,"title, family_size, fare_per_person, deck, has_cabin",0.77033,-0.01675
cb,"title, family_size, fare_per_person, deck, is_mother",0.76315,-0.02393
cb,"title, family_size, fare_per_person, deck, sex_pclass",0.76076,-0.02632
cb,"title, family_size, fare_per_person, deck, is_child",0.77272,-0.01436
cb,"title, family_size, fare_per_person, deck, women_children_first",0.76076,-0.02632
cb,"title, family_size, fare_per_person, has_cabin, is_mother",0.78708,0.0
cb,"title, family_size, fare_per_person, has_cabin, sex_pclass",0.7799,-0.00717
cb,"title, family_size, fare_per_person, has_cabin, is_child",0.78229,-0.00478
cb,"title, family_size, fare_per_person, has_cabin, women_children_first",0.79186,0.00478
cb,"title, family_size, fare_per_person, is_mother, sex_pclass",0.77751,-0.00956
cb,"title, family_size, fare_per_person, is_mother, is_child",0.7799,-0.00717
cb,"title, family_size, fare_per_person, is_mother, women_children_first",0.78229,-0.00478
cb,"title, family_size, fare_per_person, sex_pclass, is_child",0.7799,-0.00717
cb,"title, family_size, fare_per_person, sex_pclass, women_children_first",0.78229,-0.00478
cb,"title, family_size, fare_per_person, is_child, women_children_first",0.78468,-0.00239
cb,"title, family_size, deck, has_cabin, is_mother",0.7799,-0.00717
cb,"title, family_size, deck, has_cabin, sex_pclass",0.77511,-0.01197
cb,"title, family_size, deck, has_cabin, is_child",0.77272,-0.01436
cb,"title, family_size, deck, has_cabin, women_children_first",0.77511,-0.01197
cb,"title, family_size, deck, is_mother, sex_pclass",0.7799,-0.00717
cb,"title, family_size, deck, is_mother, is_child",0.76794,-0.01914
cb,"title, family_size, deck, is_mother, women_children_first",0.78229,-0.00478
cb,"title, family_size, deck, sex_pclass, is_child",0.77272,-0.01436
cb,"title, family_size, deck, sex_pclass, women_children_first",0.77033,-0.01675
cb,"title, family_size, deck, is_child, women_children_first",0.77033,-0.01675
cb,"title, family_size, has_cabin, is_mother, sex_pclass",0.78229,-0.00478
cb,"title, family_size, has_cabin, is_mother, is_child",0.78229,-0.00478
cb,"title, family_size, has_cabin, is_mother, women_children_first",0.78468,-0.00239
cb,"title, family_size, has_cabin, sex_pclass, is_child",0.77511,-0.01197
cb,"title, family_size, has_cabin, sex_pclass, women_children_first",0.77751,-0.00956
cb,"title, family_size, has_cabin, is_child, women_children_first",0.7799,-0.00717
cb,"title, family_size, is_mother, sex_pclass, is_child",0.77033,-0.01675
cb,"title, family_size, is_mother, sex_pclass, women_children_first",0.77511,-0.01197
cb,"title, family_size, is_mother, is_child, women_children_first",0.77033,-0.01675
cb,"title, family_size, sex_pclass, is_child, women_children_first",0.77033,-0.01675
cb,"title, is_alone, age_group, fare_per_person, deck",0.76076,-0.02632
cb,"title, is_alone, age_group, fare_per_person, has_cabin",0.77511,-0.01197
cb,"title, is_alone, age_group, fare_per_person, is_mother",0.77511,-0.01197
cb,"title, is_alone, age_group, fare_per_person, sex_pclass",0.7799,-0.00717
cb,"title, is_alone, age_group, fare_per_person, is_child",0.77511,-0.01197
cb,"title, is_alone, age_group, fare_per_person, women_children_first",0.78229,-0.00478
cb,"title, is_alone, age_group, deck, has_cabin",0.7799,-0.00717
cb,"title, is_alone, age_group, deck, is_mother",0.7799,-0.00717
cb,"title, is_alone, age_group, deck, sex_pclass",0.77751,-0.00956
cb,"title, is_alone, age_group, deck, is_child",0.7799,-0.00717
cb,"title, is_alone, age_group, deck, women_children_first",0.7799,-0.00717
cb,"title, is_alone, age_group, has_cabin, is_mother",0.78708,0.0
cb,"title, is_alone, age_group, has_cabin, sex_pclass",0.78947,0.00239
cb,"title, is_alone, age_group, has_cabin, is_child",0.78708,0.0
cb,"title, is_alone, age_group, has_cabin, women_children_first",0.78468,-0.00239
cb,"title, is_alone, age_group, is_mother, sex_pclass",0.78708,0.0
cb,"title, is_alone, age_group, is_mother, is_child",0.78229,-0.00478
cb,"title, is_alone, age_group, is_mother, women_children_first",0.78229,-0.00478
cb,"title, is_alone, age_group, sex_pclass, is_child",0.78708,0.0
cb,"title, is_alone, age_group, sex_pclass, women_children_first",0.78708,0.0
cb,"title, is_alone, age_group, is_child, women_children_first",0.78229,-0.00478
cb,"title, is_alone, fare_per_person, deck, has_cabin",0.77272,-0.01436
cb,"title, is_alone, fare_per_person, deck, is_mother",0.76794,-0.01914
cb,"title, is_alone, fare_per_person, deck, sex_pclass",0.77511,-0.01197
cb,"title, is_alone, fare_per_person, deck, is_child",0.77272,-0.01436
cb,"title, is_alone, fare_per_person, deck, women_children_first",0.76794,-0.01914
cb,"title, is_alone, fare_per_person, has_cabin, is_mother",0.78468,-0.00239
cb,"title, is_alone, fare_per_person, has_cabin, sex_pclass",0.77751,-0.00956
cb,"title, is_alone, fare_per_person, has_cabin, is_child",0.78229,-0.00478
cb,"title, is_alone, fare_per_person, has_cabin, women_children_first",0.77272,-0.01436
cb,"title, is_alone, fare_per_person, is_mother, sex_pclass",0.7799,-0.00717
cb,"title, is_alone, fare_per_person, is_mother, is_child",0.78468,-0.00239
cb,"title, is_alone, fare_per_person, is_mother, women_children_first",0.78229,-0.00478
cb,"title, is_alone, fare_per_person, sex_pclass, is_child",0.7799,-0.00717
cb,"title, is_alone, fare_per_person, sex_pclass, women_children_first",0.7799,-0.00717
cb,"title, is_alone, fare_per_person, is_child, women_children_first",0.78468,-0.00239
cb,"title, is_alone, deck, has_cabin, is_mother",0.77511,-0.01197
cb,"title, is_alone, deck, has_cabin, sex_pclass",0.77272,-0.01436
cb,"title, is_alone, deck, has_cabin, is_child",0.77511,-0.01197
cb,"title, is_alone, deck, has_cabin, women_children_first",0.77511,-0.01197
cb,"title, is_alone, deck, is_mother, sex_pclass",0.77751,-0.00956
cb,"title, is_alone, deck, is_mother, is_child",0.7799,-0.00717
cb,"title, is_alone, deck, is_mother, women_children_first",0.77272,-0.01436
cb,"title, is_alone, deck, sex_pclass, is_child",0.77272,-0.01436
cb,"title, is_alone, deck, sex_pclass, women_children_first",0.77751,-0.00956
cb,"title, is_alone, deck, is_child, women_children_first",0.77033,-0.01675
cb,"title, is_alone, has_cabin, is_mother, sex_pclass",0.78468,-0.00239
cb,"title, is_alone, has_cabin, is_mother, is_child",0.78708,0.0
cb,"title, is_alone, has_cabin, is_mother, women_children_first",0.78468,-0.00239
cb,"title, is_alone, has_cabin, sex_pclass, is_child",0.78468,-0.00239
cb,"title, is_alone, has_cabin, sex_pclass, women_children_first",0.78947,0.00239
cb,"title, is_alone, has_cabin, is_child, women_children_first",0.78468,-0.00239
cb,"title, is_alone, is_mother, sex_pclass, is_child",0.78229,-0.00478
cb,"title, is_alone, is_mother, sex_pclass, women_children_first",0.78229,-0.00478
cb,"title, is_alone, is_mother, is_child, women_children_first",0.78229,-0.00478
cb,"title, is_alone, sex_pclass, is_child, women_children_first",0.78229,-0.00478
cb,"title, age_group, fare_per_person, deck, has_cabin",0.76315,-0.02393
cb,"title, age_group, fare_per_person, deck, is_mother",0.77033,-0.01675
cb,"title, age_group, fare_per_person, deck, sex_pclass",0.77033,-0.01675
cb,"title, age_group, fare_per_person, deck, is_child",0.77033,-0.01675
cb,"title, age_group, fare_per_person, deck, women_children_first",0.75837,-0.02871
cb,"title, age_group, fare_per_person, has_cabin, is_mother",0.77272,-0.01436
cb,"title, age_group, fare_per_person, has_cabin, sex_pclass",0.77751,-0.00956
cb,"title, age_group, fare_per_person, has_cabin, is_child",0.78947,0.00239
cb,"title, age_group, fare_per_person, has_cabin, women_children_first",0.77751,-0.00956
cb,"title, age_group, fare_per_person, is_mother, sex_pclass",0.77751,-0.00956
cb,"title, age_group, fare_per_person, is_mother, is_child",0.77272,-0.01436
cb,"title, age_group, fare_per_person, is_mother, women_children_first",0.77511,-0.01197
cb,"title, age_group, fare_per_person, sex_pclass, is_child",0.77751,-0.00956
cb,"title, age_group, fare_per_person, sex_pclass, women_children_first",0.77511,-0.01197
cb,"title, age_group, fare_per_person, is_child, women_children_first",0.78468,-0.00239
cb,"title, age_group, deck, has_cabin, is_mother",0.78708,0.0
cb,"title, age_group, deck, has_cabin, sex_pclass",0.78468,-0.00239
cb,"title, age_group, deck, has_cabin, is_child",0.78708,0.0
cb,"title, age_group, deck, has_cabin, women_children_first",0.78708,0.0
cb,"title, age_group, deck, is_mother, sex_pclass",0.78708,0.0
cb,"title, age_group, deck, is_mother, is_child",0.78468,-0.00239
cb,"title, age_group, deck, is_mother, women_children_first",0.78708,0.0
cb,"title, age_group, deck, sex_pclass, is_child",0.78468,-0.00239
cb,"title, age_group, deck, sex_pclass, women_children_first",0.78468,-0.00239
cb,"title, age_group, deck, is_child, women_children_first",0.78708,0.0
cb,"title, age_group, has_cabin, is_mother, sex_pclass",0.78947,0.00239
cb,"title, age_group, has_cabin, is_mother, is_child",0.79186,0.00478
cb,"title, age_group, has_cabin, is_mother, women_children_first",0.78947,0.00239
cb,"title, age_group, has_cabin, sex_pclass, is_child",0.78708,0.0
cb,"title, age_group, has_cabin, sex_pclass, women_children_first",0.78947,0.00239
cb,"title, age_group, has_cabin, is_child, women_children_first",0.78947,0.00239
cb,"title, age_group, is_mother, sex_pclass, is_child",0.78708,0.0
cb,"title, age_group, is_mother, sex_pclass, women_children_first",0.78708,0.0
cb,"title, age_group, is_mother, is_child, women_children_first",0.78708,0.0
cb,"title, age_group, sex_pclass, is_child, women_children_first",0.78708,0.0
cb,"title, fare_per_person, deck, has_cabin, is_mother",0.76794,-0.01914
cb,"title, fare_per_person, deck, has_cabin, sex_pclass",0.77272,-0.01436
cb,"title, fare_per_person, deck, has_cabin, is_child",0.77272,-0.01436
cb,"title, fare_per_person, deck, has_cabin, women_children_first",0.77511,-0.01197
cb,"title, fare_per_person, deck, is_mother, sex_pclass",0.77033,-0.01675
cb,"title, fare_per_person, deck, is_mother, is_child",0.76794,-0.01914
cb,"title, fare_per_person, deck, is_mother, women_children_first",0.77033,-0.01675
cb,"title, fare_per_person, deck, sex_pclass, is_child",0.76555,-0.02153
cb,"title, fare_per_person, deck, sex_pclass, women_children_first",0.76555,-0.02153
cb,"title, fare_per_person, deck, is_child, women_children_first",0.77033,-0.01675
cb,"title, fare_per_person, has_cabin, is_mother, sex_pclass",0.79186,0.00478
cb,"title, fare_per_person, has_cabin, is_mother, is_child",0.7799,-0.00717
cb,"title, fare_per_person, has_cabin, is_mother, women_children_first",0.77751,-0.00956
cb,"title, fare_per_person, has_cabin, sex_pclass, is_child",0.77751,-0.00956
cb,"title, fare_per_person, has_cabin, sex_pclass, women_children_first",0.78468,-0.00239
cb,"title, fare_per_person, has_cabin, is_child, women_children_first",0.77272,-0.01436
cb,"title, fare_per_person, is_mother, sex_pclass, is_child",0.7799,-0.00717
cb,"title, fare_per_person, is_mother, sex_pclass, women_children_first",0.78468,-0.00239
cb,"title, fare_per_person, is_mother, is_child, women_children_first",0.78229,-0.00478
cb,"title, fare_per_person, sex_pclass, is_child, women_children_first",0.78468,-0.00239
cb,"title, deck, has_cabin, is_mother, sex_pclass",0.78947,0.00239
cb,"title, deck, has_cabin, is_mother, is_child",0.78468,-0.00239
cb,"title, deck, has_cabin, is_mother, women_children_first",0.78468,-0.00239
cb,"title, deck, has_cabin, sex_pclass, is_child",0.78229,-0.00478
cb,"title, deck, has_cabin, sex_pclass, women_children_first",0.78229,-0.00478
cb,"title, deck, has_cabin, is_child, women_children_first",0.78468,-0.00239
cb,"title, deck, is_mother, sex_pclass, is_child",0.78229,-0.00478
cb,"title, deck, is_mother, sex_pclass, women_children_first",0.78468,-0.00239
cb,"title, deck, is_mother, is_child, women_children_first",0.78468,-0.00239
cb,"title, deck, sex_pclass, is_child, women_children_first",0.78229,-0.00478
cb,"title, has_cabin, is_mother, sex_pclass, is_child",0.78947,0.00239
cb,"title, has_cabin, is_mother, sex_pclass, women_children_first",0.78947,0.00239
cb,"title, has_cabin, is_mother, is_child, women_children_first",0.78947,0.00239
cb,"title, has_cabin, sex_pclass, is_child, women_children_first",0.78947,0.00239
cb,"title, is_mother, sex_pclass, is_child, women_children_first",0.78708,0.0
cb,"family_size, is_alone, age_group, fare_per_person, deck",0.75837,-0.02871
cb,"family_size, is_alone, age_group, fare_per_person, has_cabin",0.77511,-0.01197
cb,"family_size, is_alone, age_group, fare_per_person, is_mother",0.7799,-0.00717
cb,"family_size, is_alone, age_group, fare_per_person, sex_pclass",0.77751,-0.00956
cb,"family_size, is_alone, age_group, fare_per_person, is_child",0.78229,-0.00478
cb,"family_size, is_alone, age_group, fare_per_person, women_children_first",0.78229,-0.00478
cb,"family_size, is_alone, age_group, deck, has_cabin",0.77272,-0.01436
cb,"family_size, is_alone, age_group, deck, is_mother",0.77751,-0.00956
cb,"family_size, is_alone, age_group, deck, sex_pclass",0.77272,-0.01436
cb,"family_size, is_alone, age_group, deck, is_child",0.77272,-0.01436
cb,"family_size, is_alone, age_group, deck, women_children_first",0.77272,-0.01436
cb,"family_size, is_alone, age_group, has_cabin, is_mother",0.7799,-0.00717
cb,"family_size, is_alone, age_group, has_cabin, sex_pclass",0.7799,-0.00717
cb,"family_size, is_alone, age_group, has_cabin, is_child",0.7799,-0.00717
cb,"family_size, is_alone, age_group, has_cabin, women_children_first",0.78229,-0.00478
cb,"family_size, is_alone, age_group, is_mother, sex_pclass",0.7799,-0.00717
cb,"family_size, is_alone, age_group, is_mother, is_child",0.78468,-0.00239
cb,"family_size, is_alone, age_group, is_mother, women_children_first",0.78229,-0.00478
cb,"family_size, is_alone, age_group, sex_pclass, is_child",0.7799,-0.00717
cb,"family_size, is_alone, age_group, sex_pclass, women_children_first",0.7799,-0.00717
cb,"family_size, is_alone, age_group, is_child, women_children_first",0.78229,-0.00478
cb,"family_size, is_alone, fare_per_person, deck, has_cabin",0.77272,-0.01436
cb,"family_size, is_alone, fare_per_person, deck, is_mother",0.75358,-0.03349
cb,"family_size, is_alone, fare_per_person, deck, sex_pclass",0.76555,-0.02153
cb,"family_size, is_alone, fare_per_person, deck, is_child",0.76794,-0.01914
cb,"family_size, is_alone, fare_per_person, deck, women_children_first",0.76315,-0.02393
cb,"family_size, is_alone, fare_per_person, has_cabin, is_mother",0.77272,-0.01436
cb,"family_size, is_alone, fare_per_person, has_cabin, sex_pclass",0.78229,-0.00478
cb,"family_size, is_alone, fare_per_person, has_cabin, is_child",0.77751,-0.00956
cb,"family_size, is_alone, fare_per_person, has_cabin, women_children_first",0.78468,-0.00239
cb,"family_size, is_alone, fare_per_person, is_mother, sex_pclass",0.77033,-0.01675
cb,"family_size, is_alone, fare_per_person, is_mother, is_child",0.7799,-0.00717
cb,"family_size, is_alone, fare_per_person, is_mother, women_children_first",0.78468,-0.00239
cb,"family_size, is_alone, fare_per_person, sex_pclass, is_child",0.7799,-0.00717
cb,"family_size, is_alone, fare_per_person, sex_pclass, women_children_first",0.7799,-0.00717
cb,"family_size, is_alone, fare_per_person, is_child, women_children_first",0.78229,-0.00478
cb,"family_size, is_alone, deck, has_cabin, is_mother",0.7799,-0.00717
cb,"family_size, is_alone, deck, has_cabin, sex_pclass",0.78229,-0.00478
cb,"family_size, is_alone, deck, has_cabin, is_child",0.77033,-0.01675
cb,"family_size, is_alone, deck, has_cabin, women_children_first",0.77272,-0.01436
cb,"family_size, is_alone, deck, is_mother, sex_pclass",0.78229,-0.00478
cb,"family_size, is_alone, deck, is_mother, is_child",0.77033,-0.01675
cb,"family_size, is_alone, deck, is_mother, women_children_first",0.77272,-0.01436
cb,"family_size, is_alone, deck, sex_pclass, is_child",0.77272,-0.01436
cb,"family_size, is_alone, deck, sex_pclass, women_children_first",0.77511,-0.01197
cb,"family_size, is_alone, deck, is_child, women_children_first",0.77272,-0.01436
cb,"family_size, is_alone, has_cabin, is_mother, sex_pclass",0.77511,-0.01197
cb,"family_size, is_alone, has_cabin, is_mother, is_child",0.7799,-0.00717
cb,"family_size, is_alone, has_cabin, is_mother, women_children_first",0.78229,-0.00478
cb,"family_size, is_alone, has_cabin, sex_pclass, is_child",0.7799,-0.00717
cb,"family_size, is_alone, has_cabin, sex_pclass, women_children_first",0.78468,-0.00239
cb,"family_size, is_alone, has_cabin, is_child, women_children_first",0.7799,-0.00717
cb,"family_size, is_alone, is_mother, sex_pclass, is_child",0.7799,-0.00717
cb,"family_size, is_alone, is_mother, sex_pclass, women_children_first",0.78229,-0.00478
cb,"family_size, is_alone, is_mother, is_child, women_children_first",0.78468,-0.00239
cb,"family_size, is_alone, sex_pclass, is_child, women_children_first",0.7799,-0.00717
cb,"family_size, age_group, fare_per_person, deck, has_cabin",0.76555,-0.02153
cb,"family_size, age_group, fare_per_person, deck, is_mother",0.76794,-0.01914
cb,"family_size, age_group, fare_per_person, deck, sex_pclass",0.76555,-0.02153
cb,"family_size, age_group, fare_per_person, deck, is_child",0.76076,-0.02632
cb,"family_size, age_group, fare_per_person, deck, women_children_first",0.75837,-0.02871
cb,"family_size, age_group, fare_per_person, has_cabin, is_mother",0.77272,-0.01436
cb,"family_size, age_group, fare_per_person, has_cabin, sex_pclass",0.7799,-0.00717
cb,"family_size, age_group, fare_per_person, has_cabin, is_child",0.78229,-0.00478
cb,"family_size, age_group, fare_per_person, has_cabin, women_children_first",0.77272,-0.01436
cb,"family_size, age_group, fare_per_person, is_mother, sex_pclass",0.7799,-0.00717
cb,"family_size, age_group, fare_per_person, is_mother, is_child",0.7799,-0.00717
cb,"family_size, age_group, fare_per_person, is_mother, women_children_first",0.7799,-0.00717
